ds,sku_id,yhat,yhat_lower,yhat_upper
2016-12-21,Product_0063,1917.0,0.0,23793.0
2016-12-22,Product_0063,726.0,0.0,24508.0
2016-11-22,Product_0064,16466.0,0.0,42889.0
2016-11-23,Product_0064,7161.0,0.0,31783.0
2016-11-24,Product_0064,6907.0,0.0,35919.0
2016-11-25,Product_0064,10004.0,0.0,36933.0
2016-11-26,Product_0064,10260.0,0.0,38266.0
2016-11-27,Product_0064,10221.0,0.0,37648.0
2016-11-28,Product_0064,5799.0,0.0,33633.0
2016-11-29,Product_0064,17835.0,0.0,45350.0
2016-11-30,Product_0064,8715.0,0.0,36692.0
2016-12-01,Product_0064,8491.0,0.0,34503.0
2016-12-02,Product_0064,11540.0,0.0,39683.0
2016-12-03,Product_0064,11763.0,0.0,38980.0
2016-12-04,Product_0064,11667.0,0.0,37650.0
2016-12-05,Product_0064,7224.0,0.0,35171.0
2016-12-06,Product_0064,18964.0,0.0,46869.0
2016-12-07,Product_0064,9836.0,0.0,36861.0
2016-12-08,Product_0064,9443.0,0.0,37437.0
2016-12-09,Product_0064,12251.0,0.0,39166.0
2016-12-10,Product_0064,12253.0,0.0,39744.0
2016-12-11,Product_0064,11923.0,0.0,40476.0
2016-12-12,Product_0064,7298.0,0.0,35321.0
2016-12-13,Product_0064,18600.0,0.0,48291.0
2016-12-14,Product_0064,9346.0,0.0,38538.0
2016-12-15,Product_0064,8694.0,0.0,33806.0
2016-12-16,Product_0064,11198.0,0.0,37759.0
2016-12-17,Product_0064,10948.0,0.0,37198.0
2016-12-18,Product_0064,10384.0,0.0,36583.0
2016-12-19,Product_0064,5607.0,0.0,33440.0
2016-12-20,Product_0064,16533.0,0.0,42569.0
2016-12-21,Product_0064,7242.0,0.0,38905.0
2016-11-23,Product_0066,34121.0,23413.0,45378.0
2016-11-24,Product_0066,66757.0,55331.0,76207.0
2016-11-25,Product_0066,42164.0,31983.0,52810.0
2016-11-26,Product_0066,78119.0,67784.0,87775.0
2016-11-27,Product_0066,81183.0,71195.0,92058.0
2016-11-28,Product_0066,17516.0,7421.0,28064.0
2016-11-29,Product_0066,49444.0,38948.0,60648.0
2016-11-30,Product_0066,64317.0,53401.0,75510.0
2016-12-01,Product_0066,78895.0,68779.0,89410.0
2016-12-02,Product_0066,58544.0,47663.0,68043.0
2016-12-03,Product_0066,71446.0,61053.0,82044.0
2016-12-04,Product_0066,65003.0,55125.0,75427.0
2016-12-05,Product_0066,26815.0,16403.0,37580.0
2016-12-06,Product_0066,34518.0,24183.0,44832.0
2016-12-07,Product_0066,32994.0,22688.0,42695.0
2016-12-08,Product_0066,29787.0,19243.0,39823.0
2016-12-09,Product_0066,16236.0,6134.0,26373.0
2016-12-10,Product_0066,10744.0,0.0,21598.0
2016-12-11,Product_0066,1312.0,0.0,12062.0
2016-12-12,Product_0066,0.0,0.0,7202.0
2016-12-13,Product_0066,0.0,0.0,0.0
2016-12-14,Product_0066,0.0,0.0,0.0
2016-12-15,Product_0066,0.0,0.0,0.0
2016-12-16,Product_0066,0.0,0.0,0.0
2016-12-17,Product_0066,0.0,0.0,0.0
2016-12-18,Product_0066,0.0,0.0,0.0
2016-12-19,Product_0066,0.0,0.0,5491.0
2016-12-20,Product_0066,0.0,0.0,0.0
2016-12-21,Product_0066,0.0,0.0,0.0
2016-12-22,Product_0066,0.0,0.0,0.0
2016-11-18,Product_0070,0.0,0.0,16538.0
2016-11-19,Product_0070,105390.0,81778.0,130814.0
2016-11-20,Product_0070,7218.0,0.0,31618.0
2016-11-21,Product_0070,0.0,0.0,0.0
2016-11-22,Product_0070,0.0,0.0,0.0
2016-11-23,Product_0070,0.0,0.0,0.0
2016-11-24,Product_0070,0.0,0.0,0.0
2016-11-25,Product_0070,0.0,0.0,0.0
2016-11-26,Product_0070,60842.0,35145.0,86905.0
2016-11-27,Product_0070,0.0,0.0,0.0
2016-11-28,Product_0070,0.0,0.0,0.0
2016-11-29,Product_0070,0.0,0.0,0.0
2016-11-30,Product_0070,0.0,0.0,0.0
2016-12-01,Product_0070,0.0,0.0,0.0
2016-12-02,Product_0070,0.0,0.0,0.0
2016-12-03,Product_0070,6873.0,0.0,32844.0
2016-12-04,Product_0070,0.0,0.0,0.0
2016-12-05,Product_0070,0.0,0.0,0.0
2016-12-06,Product_0070,0.0,0.0,0.0
2016-12-07,Product_0070,0.0,0.0,0.0
2016-12-08,Product_0070,0.0,0.0,0.0
2016-12-09,Product_0070,0.0,0.0,0.0
2016-12-10,Product_0070,0.0,0.0,0.0
2016-12-11,Product_0070,0.0,0.0,0.0
2016-12-12,Product_0070,0.0,0.0,0.0
2016-12-13,Product_0070,0.0,0.0,0.0
2016-12-14,Product_0070,0.0,0.0,0.0
2016-12-15,Product_0070,0.0,0.0,0.0
2016-12-16,Product_0070,0.0,0.0,0.0
2016-12-17,Product_0070,0.0,0.0,0.0
2016-11-22,Product_0071,13020.0,0.0,48251.0
2016-11-23,Product_0071,32305.0,472.0,64481.0
2016-11-24,Product_0071,15912.0,0.0,48069.0
2016-11-25,Product_0071,9804.0,0.0,40975.0
2016-11-26,Product_0071,17527.0,0.0,52280.0
2016-11-27,Product_0071,19060.0,0.0,52186.0
2016-11-28,Product_0071,10903.0,0.0,44074.0
2016-11-29,Product_0071,12206.0,0.0,48252.0
2016-11-30,Product_0071,32027.0,0.0,65536.0
2016-12-01,Product_0071,15992.0,0.0,50405.0
2016-12-02,Product_0071,10227.0,0.0,45118.0
2016-12-03,Product_0071,18282.0,0.0,51342.0
2016-12-04,Product_0071,20061.0,0.0,53797.0
2016-12-05,Product_0071,12051.0,0.0,44952.0
2016-12-06,Product_0071,13475.0,0.0,47928.0
2016-12-07,Product_0071,33426.0,174.0,65491.0
2016-12-08,Product_0071,17337.0,0.0,50095.0
2016-12-09,Product_0071,11512.0,0.0,46572.0
2016-12-10,Product_0071,19522.0,0.0,50748.0
2016-12-11,Product_0071,21210.0,0.0,56327.0
2016-12-12,Product_0071,13059.0,0.0,46351.0
2016-12-13,Product_0071,14374.0,0.0,49483.0
2016-12-14,Product_0071,34293.0,0.0,65691.0
2016-12-15,Product_0071,18061.0,0.0,50327.0
2016-12-16,Product_0071,12160.0,0.0,45413.0
2016-12-17,Product_0071,20184.0,0.0,51831.0
2016-12-18,Product_0071,21907.0,0.0,54716.0
2016-12-19,Product_0071,13806.0,0.0,45056.0
2016-12-20,Product_0071,15258.0,0.0,47503.0
2016-12-21,Product_0071,35435.0,1822.0,70165.0
2016-11-17,Product_0082,35878.0,11657.0,59936.0
2016-11-18,Product_0082,38990.0,15923.0,63858.0
2016-11-19,Product_0082,36420.0,11167.0,59822.0
2016-11-20,Product_0082,38313.0,13739.0,61687.0
2016-11-21,Product_0082,43922.0,17530.0,66641.0
2016-11-22,Product_0082,44232.0,19496.0,68045.0
2016-11-23,Product_0082,45566.0,22330.0,68740.0
2016-11-24,Product_0082,44673.0,21256.0,68574.0
2016-11-25,Product_0082,44413.0,19431.0,68559.0
2016-11-26,Product_0082,39593.0,15172.0,62913.0
2016-11-27,Product_0082,38242.0,15186.0,61897.0
2016-11-28,Product_0082,39744.0,17966.0,63300.0
2016-11-29,Product_0082,37219.0,13076.0,61836.0
2016-11-30,Product_0082,35581.0,12614.0,58855.0
2016-12-01,Product_0082,32432.0,8910.0,56205.0
2016-12-02,Product_0082,29954.0,7250.0,53463.0
2016-12-03,Product_0082,24413.0,1200.0,50499.0
2016-12-04,Product_0082,21668.0,0.0,46171.0
2016-12-05,Product_0082,21179.0,0.0,43771.0
2016-12-06,Product_0082,18137.0,0.0,43139.0
2016-12-07,Product_0082,15984.0,0.0,40016.0
2016-12-08,Product_0082,13106.0,0.0,36012.0
2016-12-09,Product_0082,10946.0,0.0,34968.0
2016-12-10,Product_0082,7167.0,0.0,31871.0
2016-12-11,Product_0082,5401.0,0.0,30318.0
2016-12-12,Product_0082,5132.0,0.0,29830.0
2016-12-13,Product_0082,3579.0,0.0,25725.0
2016-12-14,Product_0082,2673.0,0.0,29558.0
2016-12-15,Product_0082,1561.0,0.0,25566.0
2016-12-16,Product_0082,925.0,0.0,24714.0
2016-11-24,Product_0083,28845.0,0.0,354771.0
2016-11-25,Product_0083,41328.0,0.0,366461.0
2016-11-26,Product_0083,112988.0,0.0,421853.0
2016-11-27,Product_0083,169861.0,0.0,467940.0
2016-11-28,Product_0083,242603.0,0.0,562375.0
2016-11-29,Product_0083,27530.0,0.0,328120.0
2016-11-30,Product_0083,55267.0,0.0,374489.0
2016-12-01,Product_0083,13901.0,0.0,309122.0
2016-12-02,Product_0083,26153.0,0.0,333874.0
2016-12-03,Product_0083,96498.0,0.0,388198.0
2016-12-04,Product_0083,152728.0,0.0,472906.0
2016-12-05,Product_0083,224801.0,0.0,519435.0
2016-12-06,Product_0083,16213.0,0.0,350001.0
2016-12-07,Product_0083,45082.0,0.0,346017.0
2016-12-08,Product_0083,6841.0,0.0,316799.0
2016-12-09,Product_0083,21271.0,0.0,314092.0
2016-12-10,Product_0083,92688.0,0.0,388159.0
2016-12-11,Product_0083,150555.0,0.0,455245.0
2016-12-12,Product_0083,224048.0,0.0,515288.0
2016-12-13,Product_0083,23761.0,0.0,310978.0
2016-12-14,Product_0083,55230.0,0.0,346272.0
2016-12-15,Product_0083,21162.0,0.0,333216.0
2016-12-16,Product_0083,38342.0,0.0,333965.0
2016-12-17,Product_0083,110882.0,0.0,430387.0
2016-12-18,Product_0083,169879.0,0.0,470320.0
2016-12-19,Product_0083,243714.0,0.0,554682.0
2016-12-20,Product_0083,50078.0,0.0,361574.0
2016-12-21,Product_0083,81938.0,0.0,384729.0
2016-12-22,Product_0083,49310.0,0.0,341533.0
2016-12-23,Product_0083,66031.0,0.0,384523.0
2016-11-12,Product_0084,15291.0,13894.0,16740.0
2016-11-13,Product_0084,16456.0,14940.0,17860.0
2016-11-14,Product_0084,976.0,0.0,2276.0
2016-11-15,Product_0084,666.0,0.0,2133.0
2016-11-16,Product_0084,6319.0,4817.0,7770.0
2016-11-17,Product_0084,0.0,0.0,0.0
2016-11-18,Product_0084,8332.0,6878.0,9755.0
2016-11-19,Product_0084,15386.0,13982.0,16761.0
2016-11-20,Product_0084,13945.0,12483.0,15498.0
2016-11-21,Product_0084,0.0,0.0,0.0
2016-11-22,Product_0084,0.0,0.0,0.0
2016-11-23,Product_0084,0.0,0.0,0.0
2016-11-24,Product_0084,0.0,0.0,0.0
2016-11-25,Product_0084,0.0,0.0,0.0
2016-11-26,Product_0084,771.0,0.0,2200.0
2016-11-27,Product_0084,0.0,0.0,0.0
2016-11-28,Product_0084,0.0,0.0,0.0
2016-11-29,Product_0084,0.0,0.0,0.0
2016-11-30,Product_0084,0.0,0.0,0.0
2016-12-01,Product_0084,0.0,0.0,0.0
2016-12-02,Product_0084,0.0,0.0,0.0
2016-12-03,Product_0084,0.0,0.0,0.0
2016-12-04,Product_0084,0.0,0.0,0.0
2016-12-05,Product_0084,0.0,0.0,0.0
2016-12-06,Product_0084,0.0,0.0,0.0
2016-12-07,Product_0084,0.0,0.0,0.0
2016-12-08,Product_0084,0.0,0.0,0.0
2016-12-09,Product_0084,0.0,0.0,0.0
2016-12-10,Product_0084,0.0,0.0,0.0
2016-12-11,Product_0084,0.0,0.0,0.0
2016-11-24,Product_0094,0.0,0.0,0.0
2016-11-25,Product_0094,0.0,0.0,37351.0
2016-11-26,Product_0094,90671.0,45489.0,136216.0
2016-11-27,Product_0094,33435.0,0.0,82105.0
2016-11-28,Product_0094,0.0,0.0,0.0
2016-11-29,Product_0094,0.0,0.0,0.0
2016-11-30,Product_0094,0.0,0.0,0.0
2016-12-01,Product_0094,0.0,0.0,0.0
2016-12-02,Product_0094,0.0,0.0,0.0
2016-12-03,Product_0094,0.0,0.0,11489.0
2016-12-04,Product_0094,0.0,0.0,0.0
2016-12-05,Product_0094,0.0,0.0,0.0
2016-12-06,Product_0094,0.0,0.0,0.0
2016-12-07,Product_0094,0.0,0.0,0.0
2016-12-08,Product_0094,0.0,0.0,0.0
2016-12-09,Product_0094,0.0,0.0,0.0
2016-12-10,Product_0094,0.0,0.0,0.0
2016-12-11,Product_0094,0.0,0.0,0.0
2016-12-12,Product_0094,0.0,0.0,0.0
2016-12-13,Product_0094,0.0,0.0,0.0
2016-12-14,Product_0094,0.0,0.0,0.0
2016-12-15,Product_0094,0.0,0.0,0.0
2016-12-16,Product_0094,0.0,0.0,0.0
2016-12-17,Product_0094,54566.0,8768.0,102958.0
2016-12-18,Product_0094,47795.0,4319.0,94252.0
2016-12-19,Product_0094,0.0,0.0,33458.0
2016-12-20,Product_0094,31905.0,0.0,77358.0
2016-12-21,Product_0094,65487.0,21342.0,112605.0
2016-12-22,Product_0094,59959.0,10924.0,106239.0
2016-12-23,Product_0094,176139.0,129512.0,220143.0
2016-11-17,Product_0931,19712.0,5900.0,34373.0
2016-11-18,Product_0931,18097.0,3854.0,31936.0
2016-11-19,Product_0931,22693.0,8995.0,36832.0
2016-11-20,Product_0931,23572.0,9714.0,37176.0
2016-11-21,Product_0931,24693.0,10418.0,39538.0
2016-11-22,Product_0931,23625.0,10329.0,37225.0
2016-11-23,Product_0931,28647.0,14612.0,42459.0
2016-11-24,Product_0931,25831.0,10733.0,40678.0
2016-11-25,Product_0931,24265.0,10549.0,38093.0
2016-11-26,Product_0931,28863.0,14606.0,44140.0
2016-11-27,Product_0931,29565.0,15879.0,44274.0
2016-11-28,Product_0931,30378.0,14470.0,45541.0
2016-11-29,Product_0931,28840.0,14707.0,43778.0
2016-11-30,Product_0931,33340.0,18594.0,47383.0
2016-12-01,Product_0931,29784.0,15816.0,43465.0
2016-12-02,Product_0931,27387.0,13466.0,41425.0
2016-12-03,Product_0931,31143.0,17111.0,45029.0
2016-12-04,Product_0931,30885.0,16345.0,44607.0
2016-12-05,Product_0931,30692.0,15234.0,44824.0
2016-12-06,Product_0931,28099.0,13477.0,42949.0
2016-12-07,Product_0931,31622.0,16038.0,46412.0
2016-12-08,Product_0931,27022.0,13455.0,41545.0
2016-12-09,Product_0931,23652.0,10671.0,38284.0
2016-12-10,Product_0931,26593.0,11910.0,40519.0
2016-12-11,Product_0931,25576.0,10487.0,40043.0
2016-12-12,Product_0931,24750.0,11149.0,39622.0
2016-12-13,Product_0931,21638.0,7643.0,36937.0
2016-12-14,Product_0931,24873.0,10246.0,39004.0
2016-12-15,Product_0931,20051.0,5576.0,34223.0
2016-12-16,Product_0931,16643.0,1770.0,31469.0
2016-11-17,Product_0933,13353.0,0.0,29444.0
2016-11-18,Product_0933,13293.0,0.0,28409.0
2016-11-19,Product_0933,16984.0,841.0,32170.0
2016-11-20,Product_0933,17161.0,1417.0,31845.0
2016-11-21,Product_0933,16542.0,472.0,31614.0
2016-11-22,Product_0933,13622.0,0.0,28846.0
2016-11-23,Product_0933,24422.0,9267.0,40338.0
2016-11-24,Product_0933,15186.0,1002.0,30711.0
2016-11-25,Product_0933,15747.0,0.0,31138.0
2016-11-26,Product_0933,20062.0,5891.0,34991.0
2016-11-27,Product_0933,20754.0,6467.0,36541.0
2016-11-28,Product_0933,20559.0,5735.0,35608.0
2016-11-29,Product_0933,17937.0,2669.0,34813.0
2016-11-30,Product_0933,29098.0,14040.0,43512.0
2016-12-01,Product_0933,19854.0,6010.0,34189.0
2016-12-02,Product_0933,20407.0,4973.0,35827.0
2016-12-03,Product_0933,24637.0,9301.0,39688.0
2016-12-04,Product_0933,25076.0,10084.0,40261.0
2016-12-05,Product_0933,24502.0,10045.0,40205.0
2016-12-06,Product_0933,21363.0,5513.0,35993.0
2016-12-07,Product_0933,32084.0,16840.0,47481.0
2016-12-08,Product_0933,22069.0,6889.0,37265.0
2016-12-09,Product_0933,21911.0,6854.0,36215.0
2016-12-10,Product_0933,25435.0,9438.0,41447.0
2016-12-11,Product_0933,25101.0,10372.0,40172.0
2016-12-12,Product_0933,23741.0,8086.0,38767.0
2016-12-13,Product_0933,19809.0,5119.0,35684.0
2016-12-14,Product_0933,29949.0,15404.0,45552.0
2016-12-15,Product_0933,19163.0,3230.0,33185.0
2016-12-16,Product_0933,18436.0,3375.0,33676.0
2016-11-22,Product_0936,6536.0,0.0,27812.0
2016-11-23,Product_0936,13883.0,0.0,35971.0
2016-11-24,Product_0936,15908.0,0.0,37945.0
2016-11-25,Product_0936,10644.0,0.0,31916.0
2016-11-26,Product_0936,11757.0,0.0,33389.0
2016-11-27,Product_0936,11859.0,0.0,34928.0
2016-11-28,Product_0936,7573.0,0.0,29232.0
2016-11-29,Product_0936,7090.0,0.0,30281.0
2016-11-30,Product_0936,14639.0,0.0,36617.0
2016-12-01,Product_0936,16884.0,0.0,40174.0
2016-12-02,Product_0936,11843.0,0.0,32847.0
2016-12-03,Product_0936,13182.0,0.0,35447.0
2016-12-04,Product_0936,13497.0,0.0,35800.0
2016-12-05,Product_0936,9398.0,0.0,31997.0
2016-12-06,Product_0936,9071.0,0.0,30597.0
2016-12-07,Product_0936,16738.0,0.0,39742.0
2016-12-08,Product_0936,19046.0,0.0,42056.0
2016-12-09,Product_0936,14006.0,0.0,36105.0
2016-12-10,Product_0936,15285.0,0.0,39096.0
2016-12-11,Product_0936,15474.0,0.0,38105.0
2016-12-12,Product_0936,11179.0,0.0,31411.0
2016-12-13,Product_0936,10590.0,0.0,32043.0
2016-12-14,Product_0936,17938.0,0.0,39327.0
2016-12-15,Product_0936,19865.0,0.0,43201.0
2016-12-16,Product_0936,14389.0,0.0,37329.0
2016-12-17,Product_0936,15196.0,0.0,36835.0
2016-12-18,Product_0936,14882.0,0.0,37341.0
2016-12-19,Product_0936,10062.0,0.0,30676.0
2016-12-20,Product_0936,8947.0,0.0,31101.0
2016-12-21,Product_0936,15782.0,0.0,40622.0
2016-11-24,Product_0982,422.0,0.0,23931.0
2016-11-25,Product_0982,281.0,0.0,24127.0
2016-11-26,Product_0982,408.0,0.0,23690.0
2016-11-27,Product_0982,373.0,0.0,22018.0
2016-11-28,Product_0982,63.0,0.0,24092.0
2016-11-29,Product_0982,0.0,0.0,24024.0
2016-11-30,Product_0982,0.0,0.0,22573.0
2016-12-01,Product_0982,0.0,0.0,23319.0
2016-12-02,Product_0982,0.0,0.0,21980.0
2016-12-03,Product_0982,0.0,0.0,23168.0
2016-12-04,Product_0982,0.0,0.0,22663.0
2016-12-05,Product_0982,0.0,0.0,22142.0
2016-12-06,Product_0982,0.0,0.0,21727.0
2016-12-07,Product_0982,0.0,0.0,20370.0
2016-12-08,Product_0982,0.0,0.0,24037.0
2016-12-09,Product_0982,0.0,0.0,20294.0
2016-12-10,Product_0982,0.0,0.0,22852.0
2016-12-11,Product_0982,0.0,0.0,20581.0
2016-12-12,Product_0982,0.0,0.0,21326.0
2016-12-13,Product_0982,127.0,0.0,22877.0
2016-12-14,Product_0982,0.0,0.0,25207.0
2016-12-15,Product_0982,0.0,0.0,20626.0
2016-12-16,Product_0982,72.0,0.0,24523.0
2016-12-17,Product_0982,0.0,0.0,21503.0
2016-12-18,Product_0982,0.0,0.0,20787.0
2016-12-19,Product_0982,0.0,0.0,23863.0
2016-12-20,Product_0982,908.0,0.0,23279.0
2016-12-21,Product_0982,556.0,0.0,23603.0
2016-12-22,Product_0982,108.0,0.0,22198.0
2016-12-23,Product_0982,539.0,0.0,23823.0
2016-11-23,Product_1016,10254.0,0.0,80823.0
2016-11-24,Product_1016,22140.0,0.0,98185.0
2016-11-25,Product_1016,12850.0,0.0,90430.0
2016-11-26,Product_1016,11278.0,0.0,85096.0
2016-11-27,Product_1016,10967.0,0.0,88601.0
2016-11-28,Product_1016,0.0,0.0,74587.0
2016-11-29,Product_1016,6528.0,0.0,80720.0
2016-11-30,Product_1016,14539.0,0.0,89974.0
2016-12-01,Product_1016,27239.0,0.0,99607.0
2016-12-02,Product_1016,18531.0,0.0,97970.0
2016-12-03,Product_1016,17509.0,0.0,90831.0
2016-12-04,Product_1016,17651.0,0.0,94985.0
2016-12-05,Product_1016,6534.0,0.0,85414.0
2016-12-06,Product_1016,13733.0,0.0,90139.0
2016-12-07,Product_1016,21880.0,0.0,99181.0
2016-12-08,Product_1016,34613.0,0.0,107397.0
2016-12-09,Product_1016,25638.0,0.0,103462.0
2016-12-10,Product_1016,24264.0,0.0,97749.0
2016-12-11,Product_1016,23926.0,0.0,98757.0
2016-12-12,Product_1016,12114.0,0.0,86196.0
2016-12-13,Product_1016,18631.0,0.0,91101.0
2016-12-14,Product_1016,25995.0,0.0,95677.0
2016-12-15,Product_1016,37883.0,0.0,114593.0
2016-12-16,Product_1016,27827.0,0.0,100274.0
2016-12-17,Product_1016,25369.0,0.0,104607.0
2016-12-18,Product_1016,23917.0,0.0,100016.0
2016-12-19,Product_1016,10893.0,0.0,85644.0
2016-12-20,Product_1016,16338.0,0.0,88392.0
2016-12-21,Product_1016,22665.0,0.0,102418.0
2016-12-22,Product_1016,33602.0,0.0,104637.0
2016-11-22,Product_1018,110532.0,64079.0,154129.0
2016-11-23,Product_1018,102417.0,62247.0,143584.0
2016-11-24,Product_1018,52234.0,9368.0,94211.0
2016-11-25,Product_1018,200968.0,160403.0,241996.0
2016-11-26,Product_1018,0.0,0.0,0.0
2016-11-27,Product_1018,0.0,0.0,0.0
2016-11-28,Product_1018,193033.0,148362.0,235972.0
2016-11-29,Product_1018,314586.0,273780.0,361102.0
2016-11-30,Product_1018,314092.0,271585.0,356866.0
2016-12-01,Product_1018,267749.0,223763.0,311592.0
2016-12-02,Product_1018,421679.0,378551.0,462260.0
2016-12-03,Product_1018,50084.0,10253.0,93158.0
2016-12-04,Product_1018,75492.0,33754.0,121912.0
2016-12-05,Product_1018,397737.0,354586.0,440668.0
2016-12-06,Product_1018,509068.0,465863.0,548252.0
2016-12-07,Product_1018,491679.0,450759.0,535136.0
2016-12-08,Product_1018,423514.0,379966.0,469988.0
2016-12-09,Product_1018,556247.0,511380.0,596946.0
2016-12-10,Product_1018,148252.0,106429.0,190765.0
2016-12-11,Product_1018,142667.0,99941.0,185114.0
2016-12-12,Product_1018,437388.0,394594.0,477191.0
2016-12-13,Product_1018,513947.0,475444.0,557374.0
2016-12-14,Product_1018,456847.0,413575.0,500990.0
2016-12-15,Product_1018,346289.0,303939.0,389263.0
2016-12-16,Product_1018,439988.0,398042.0,484580.0
2016-12-17,Product_1018,0.0,0.0,25744.0
2016-12-18,Product_1018,0.0,0.0,0.0
2016-12-19,Product_1018,193529.0,149725.0,234351.0
2016-12-20,Product_1018,232608.0,190425.0,276654.0
2016-12-21,Product_1018,137652.0,96877.0,179584.0
2016-11-19,Product_1149,2795266.0,2745829.0,2852009.0
2016-11-20,Product_1149,2725988.0,2671359.0,2786299.0
2016-11-21,Product_1149,0.0,0.0,0.0
2016-11-22,Product_1149,0.0,0.0,0.0
2016-11-23,Product_1149,0.0,0.0,0.0
2016-11-24,Product_1149,0.0,0.0,0.0
2016-11-25,Product_1149,0.0,0.0,0.0
2016-11-26,Product_1149,1965186.0,1909075.0,2020925.0
2016-11-27,Product_1149,1779486.0,1719804.0,1832648.0
2016-11-28,Product_1149,0.0,0.0,0.0
2016-11-29,Product_1149,0.0,0.0,0.0
2016-11-30,Product_1149,0.0,0.0,0.0
2016-12-01,Product_1149,0.0,0.0,0.0
2016-12-02,Product_1149,0.0,0.0,0.0
2016-12-03,Product_1149,384314.0,325086.0,444313.0
2016-12-04,Product_1149,121426.0,56570.0,174488.0
2016-12-05,Product_1149,0.0,0.0,0.0
2016-12-06,Product_1149,0.0,0.0,0.0
2016-12-07,Product_1149,0.0,0.0,0.0
2016-12-08,Product_1149,0.0,0.0,0.0
2016-12-09,Product_1149,0.0,0.0,0.0
2016-12-10,Product_1149,0.0,0.0,0.0
2016-12-11,Product_1149,0.0,0.0,0.0
2016-12-12,Product_1149,0.0,0.0,0.0
2016-12-13,Product_1149,0.0,0.0,0.0
2016-12-14,Product_1149,0.0,0.0,0.0
2016-12-15,Product_1149,0.0,0.0,0.0
2016-12-16,Product_1149,0.0,0.0,0.0
2016-12-17,Product_1149,0.0,0.0,0.0
2016-12-18,Product_1149,0.0,0.0,0.0
2016-11-19,Product_1150,9337.0,0.0,43457.0
2016-11-20,Product_1150,18015.0,0.0,54059.0
2016-11-21,Product_1150,4880.0,0.0,36487.0
2016-11-22,Product_1150,0.0,0.0,33003.0
2016-11-23,Product_1150,0.0,0.0,25142.0
2016-11-24,Product_1150,0.0,0.0,17339.0
2016-11-25,Product_1150,0.0,0.0,5325.0
2016-11-26,Product_1150,0.0,0.0,0.0
2016-11-27,Product_1150,0.0,0.0,0.0
2016-11-28,Product_1150,0.0,0.0,0.0
2016-11-29,Product_1150,0.0,0.0,0.0
